ticker,E_pos_mean,E_neg_mean,E_neu_mean,E_pos_std,E_neg_std,E_sentence_count,E_pos_neg_ratio,E_pillar_score,S_pos_mean,S_neg_mean,S_neu_mean,S_pos_std,S_neg_std,S_sentence_count,S_pos_neg_ratio,S_pillar_score,G_pos_mean,G_neg_mean,G_neu_mean,G_pos_std,G_neg_std,G_sentence_count,G_pos_neg_ratio,G_pillar_score,kw_carbon_emissions_freq,kw_carbon_emissions_present,kw_renewable_energy_freq,kw_renewable_energy_present,kw_climate_risk_freq,kw_climate_risk_present,kw_waste_water_freq,kw_waste_water_present,kw_diversity_freq,kw_diversity_present,kw_employee_welfare_freq,kw_employee_welfare_present,kw_human_rights_freq,kw_human_rights_present,kw_community_freq,kw_community_present,kw_board_governance_freq,kw_board_governance_present,kw_executive_pay_freq,kw_executive_pay_present,kw_ethics_compliance_freq,kw_ethics_compliance_present,kw_transparency_freq,kw_transparency_present,kw_regulatory_penalties_freq,kw_regulatory_penalties_present,kw_controversy_freq,kw_controversy_present,doc_length,num_sections,business_length,business_pct,risk_factors_length,risk_factors_pct,mda_length,mda_pct,E_coverage_pct,S_coverage_pct,G_coverage_pct,has_sustainability_mention,has_emissions_numbers,count_emissions_numbers,has_dollar_fines,count_dollar_fines,has_employee_numbers,count_employee_numbers,has_percent_renewable,count_percent_renewable,has_women_leadership,count_women_leadership,has_board_independence,count_board_independence,industry,environment_score,social_score,governance_score,total_score,total_grade
ABCL,0.1122236242517829,0.287115295495217,0.6006610666712126,0.195401104358379,0.3045305202003788,12.0,0.3333332222222592,50.27,0.3225417790561914,0.1097583364741876,0.567699886970222,0.3104590977802909,0.2391888352385326,100,2.545454314049608,69.15,0.0520680379029363,0.3590337710548192,0.5888981915637851,0.0681149207614064,0.3720941512142218,100,0.0263157887811634,43.49,0.0,0,0.0303209472263913,1,0.0,0,0.0606418944527827,1,0.8641469959521535,1,2.3195524628189386,1,0.0,0,0.0303209472263913,1,0.2122466305847394,1,0.3032094722639135,1,0.7428632070465881,1,1.000591258470915,1,1.637331150225133,1,0.2274071041979351,1,65961,3,20803,0.3153833325753096,32956,0.4996285683964767,12202,0.1849880990282136,0.0048513515562226,0.1053349706644835,0.0849289731811221,1,0,0,0,0,1,5,0,0,0,0,0,0,Life Sciences Tools and Services,540,354,345,1239,A
ABEO,0.0270942113258772,0.2181277244041363,0.7547780457470152,0.0115725080288837,0.3214981013754335,9.0,0.0,51.77,0.1722345030400902,0.2035145620256662,0.6242509423941374,0.2568912519613314,0.3225520682758951,100,0.7894736426592819,57.8,0.1345642010710435,0.3545590593130328,0.5108767331112176,0.2537077984487594,0.3864209453187557,64,0.333333319444445,46.66,0.0,0,0.0,0,0.0,0,0.0844184623177088,1,0.3376738492708355,1,4.326446193782581,1,0.0,0,0.0633138467382816,1,0.0633138467382816,1,0.1055230778971361,1,0.9919169322330794,1,0.485406158326826,1,1.625055399615896,1,0.6120338518033894,1,47383,3,17654,0.3725808834392081,22472,0.4742629213008885,7257,0.1531561952599033,0.0054238862039127,0.1572715952978916,0.048413988139206,1,0,0,0,0,1,1,0,0,0,0,0,0,Biotechnology,205,306,310,821,BB
ABIO,0.0184485618956387,0.4827823517844081,0.498769111931324,0.0089009343646466,0.4518694402649998,2.0,0.0,34.26,0.2631906605046242,0.1757596456864848,0.5610496968589723,0.3261387546479412,0.2842119909391228,100,1.3333332592592633,62.79,0.0858801125238339,0.1864772514239245,0.7276426303547388,0.1518099098107183,0.2943520110581968,51,0.099999990000001,55.88,0.0,0,0.024140012070006,1,0.0,0,0.0,0,0.5310802655401328,1,3.862401931200965,1,0.0,0,0.048280024140012,1,0.1931200965600482,1,0.024140012070006,1,0.651780325890163,1,0.651780325890163,1,1.182860591430296,1,0.5069402534701267,1,41425,3,16116,0.3890404345202172,20138,0.4861315630657815,5171,0.1248280024140012,0.0020760410380205,0.172094146047073,0.0437899818949909,0,0,0,0,0,1,1,0,0,0,0,0,0,Biotechnology,200,222,290,712,B
ABMD,0.1190570200793445,0.3138577804900705,0.5670852054841816,0.2162725294265698,0.377718818385485,40.0,0.3333333055555579,48.77,0.2900023747701198,0.1495748045528307,0.5604228218272328,0.3068440512685105,0.2729134481111877,100,2.1538459881656933,65.43,0.1863955842237919,0.1775363136455416,0.6360681056976318,0.2390194019435461,0.2808706665620931,100,1.1249999296875044,59.98,0.3287743293003682,1,0.0,0,0.0,0,0.1643871646501841,1,0.361651762230405,1,7.775512887953709,1,0.0,0,0.0986322987901104,1,0.0986322987901104,1,0.1315097317201473,1,1.6109942135718045,1,0.6904260915307733,1,1.44660704892162,1,0.4931614939505523,1,60832,3,751,0.0123454760652288,27294,0.4486783271962125,32787,0.5389761967385587,0.0279458179905313,0.2090840347185691,0.077755128879537,1,0,0,0,0,1,2,0,0,0,0,0,0,Health Care,500,324,305,1129,BBB
ABNB,0.1906373340084597,0.3998467281322788,0.4095159342719449,0.2824742686188191,0.3397607467644324,27.0,0.4615384260355057,45.68,0.2329782574623823,0.1717574944300577,0.5952642514184118,0.2922421142806408,0.3040897082677093,100,1.0588234671280312,61.99,0.1164905484393239,0.3818323935009539,0.5016770655103028,0.2056828829028858,0.3971248725178458,100,0.1463414598453302,44.26,0.1519018106695832,1,0.0455705432008749,1,0.2734232592052497,1,0.0303803621339166,1,0.956981407218374,1,2.3089075221776643,1,0.0455705432008749,1,1.336735933892332,1,0.334183983473083,1,0.3493741645400413,1,1.2152144853566655,1,1.0785028557540406,1,1.9291529955037063,1,1.2607850285575404,1,65832,3,4963,0.0753888686353141,49042,0.7449568598857699,11827,0.179654271478916,0.0214485356665451,0.1320026734718677,0.106042654028436,0,0,0,0,0,1,2,0,0,0,0,0,0,Hotels Restaurants and Leisure,505,570,400,1475,A
ABOS,0.3684175995045474,0.2976472687330984,0.3339351234691484,0.4314274303123587,0.3560591784392601,21.0,1.14285697959186,58.55,0.2119798438902944,0.1165370920766145,0.671483067125082,0.2802021704050076,0.2157767853451914,100,1.6666664814815022,64.84,0.096833380209282,0.3297385582514107,0.5734280768409371,0.1675370452951158,0.3497447952323411,100,0.1515151469237834,46.96,0.0,0,0.0225822841980466,1,0.0,0,0.0677468525941399,1,0.3387342629706995,1,5.0019759498673295,1,0.0,0,0.0451645683960932,1,0.1354937051882798,1,0.1129114209902331,1,1.0049116468130752,1,1.1742787782984248,1,1.388810478179868,1,1.0162027889120986,1,88565,3,19848,0.2241065883814147,61714,0.696821543499125,7003,0.0790718681194602,0.0069892169592954,0.1824309828939197,0.0767571839891605,0,0,0,0,0,1,4,0,0,0,0,0,0,Biotechnology,205,201,200,606,B
ABSI,0.111784048921739,0.298174059484154,0.5900418938448032,0.1402642192541344,0.3523040618611204,12.0,0.0,49.53,0.1686704575456679,0.2230642409389838,0.6082652916759252,0.2470140177148504,0.3349737962968377,100,0.5454545206611581,56.4,0.0837563516688533,0.3078141999896616,0.6084294534986838,0.1552920663485563,0.3486973078329626,80,0.1538461479289943,47.92,0.0,0,0.0,0,0.0,0,0.0696645651189522,1,0.6269810860705702,1,2.7343341809188755,1,0.0,0,0.0348322825594761,1,0.3483228255947612,1,0.1915775540771186,1,0.6792295099097844,1,1.2539621721411405,1,1.4455397262182592,1,0.3657389668744993,1,57418,3,16729,0.291354627468738,32345,0.5633250896931276,8344,0.1453202828381344,0.0058344073287122,0.1300114946532446,0.0714410115294855,1,0,0,0,0,1,3,0,0,0,0,0,0,Life Sciences Tools and Services,205,224,230,659,B
ABT,0.0187221644446253,0.675770178437233,0.3055076152086258,0.0073981555178761,0.2061370462179184,2.0,0.0,21.73,0.2062470942892762,0.3371010715456073,0.4566518384514443,0.314423293254396,0.3803113373471467,83,0.6071428354591845,50.31,0.0789017574371476,0.2088936012434332,0.7122046363196874,0.0570088803442536,0.3039997425514832,19,0.0,54.18,0.0,0,0.0,0,0.0578871201157742,1,0.0,0,0.2894356005788712,1,5.036179450072359,1,0.0,0,0.0,0,0.2315484804630969,1,0.0,0,0.3473227206946455,1,0.4630969609261939,1,1.9681620839363243,1,0.0578871201157742,1,17275,3,1784,0.1032706222865412,4224,0.2445151953690303,11267,0.6522141823444284,0.0034153400868306,0.2168451519536903,0.0463096960926193,0,0,0,0,0,0,0,0,0,0,0,0,0,Health Care,515,305,305,1125,BBB
ABTX,0.1293189539108425,0.4155181417241692,0.4551629109308123,0.2352954605636936,0.3820654811301295,20.0,0.4285713673469475,42.52,0.2369065062142908,0.2733486147876829,0.4897448735125362,0.3161616229031038,0.3618651167263884,100,0.7857142576530622,55.52,0.140894076321274,0.2062268023286014,0.6528791201114654,0.2381020530724344,0.3015396249196562,100,0.5789473379501401,56.53,0.0,0,0.0224951635398389,1,0.1799613083187115,1,0.0,0,1.9795743915058264,1,2.3394970081432493,1,0.0,0,0.719845233274846,1,0.2699419624780672,1,0.4499032707967787,1,0.6748549061951681,1,0.5623790884959734,1,0.8098258874342017,1,0.4948935978764566,1,44454,3,12320,0.2771404148108157,17393,0.3912583794484185,14741,0.3316012057407657,0.025554505781257,0.1490979439420524,0.1384127412606289,1,0,0,0,0,1,2,0,0,0,0,0,0,Banking,298,300,300,898,BB
ABUS,0.1430887319147586,0.0210540289990603,0.8358572274446487,0.1195114494645576,0.012443477126347,4.0,0.0,68.64,0.2595042317640036,0.1711235384829342,0.5693722313642502,0.3140430663279096,0.2851538045023156,100,1.263157828254851,62.96,0.1193675276916474,0.2628173050377518,0.6178151659294963,0.1928629334987635,0.3256862115440784,100,0.4166666493055562,52.09,0.0,0,0.0,0,0.0,0,0.0178609702079016,1,0.7858826891476745,1,6.269200542973494,1,0.0,0,0.0893048510395084,1,0.0714438808316067,1,0.1071658212474101,1,1.3038508251768235,1,0.7501607487318711,1,1.4110166464242335,1,1.107380152889905,1,55988,3,17807,0.3180502964921055,33498,0.5983067800242909,4683,0.0836429234836036,0.0036614988926198,0.2584125169679217,0.0836250625133957,1,0,0,0,0,1,2,0,0,0,0,0,0,Biotechnology,203,204,338,745,B
ABVC,0.0387662729869286,0.1264540056387583,0.8347797294457754,0.0315721573725054,0.1904433983230649,6.0,0.0,58.14,0.2049989364575594,0.139496258534491,0.6555048138275743,0.2472502766293576,0.2646182428340933,100,1.199999920000005,63.11,0.1155890436191111,0.2247245079744607,0.6596864555031061,0.2037556289428305,0.3251230456012951,100,0.5238094988662143,54.44,0.0,0,0.0240459759059321,1,0.0,0,0.0240459759059321,1,1.3465746507322,1,3.0057469882415178,1,0.0,0,0.0721379277177964,1,0.2645057349652536,1,0.0721379277177964,1,0.6973333012720321,1,1.0580229398610144,1,0.7935172048957607,1,0.3847356144949143,1,41587,3,10371,0.2493808161204222,14293,0.3436891336234881,16923,0.4069300502560896,0.0062759997114482,0.1714478082092961,0.1299684997715632,1,0,0,0,0,1,1,0,0,0,0,0,0,Biotechnology,220,212,205,637,B
ACAD,0.0261282900141345,0.2663385038160615,0.7075332187943988,0.0095652926814647,0.3092536982850796,9.0,0.0,48.6,0.1813642369396984,0.1816357235191389,0.6370000406354666,0.238910940555006,0.2931582980303233,100,0.8421052188365674,59.54,0.1486564085071722,0.2683337931060692,0.5830098022553292,0.2361124945744968,0.3317440122388508,91,0.3599999856000005,52.76,0.0,0,0.0,0,0.0,0,0.1055787828877908,1,0.2745048355082562,1,5.046665822036404,1,0.0,0,0.1689260526204654,1,0.1689260526204654,1,0.0,0,0.6757042104818616,1,0.8235145065247688,1,2.9562059208581446,1,0.5278939144389543,1,47358,3,11920,0.2516998184044934,28970,0.6117234680518603,6468,0.1365767135436462,0.0056590227627855,0.1776046285738418,0.084061826935259,0,0,0,0,0,1,2,0,0,0,0,0,0,Biotechnology,230,230,305,765,BB
ACCD,0.43729502055794,0.1502203913405537,0.4124846141785383,0.4098542078116651,0.2422632534066212,6.0,2.9999970000030003,70.54,0.388574679410085,0.0852318001026287,0.526193527020514,0.3423882061287541,0.2246129956908842,100,6.16666563888906,73.06,0.1308773021306842,0.4288474698038771,0.4402752308547497,0.2494951070234869,0.398260412622072,100,0.2291666618923612,41.71,0.0,0,0.0446937361728753,1,0.0,0,0.0446937361728753,1,0.849180987284632,1,12.581286732664417,1,0.0,0,0.1117343404321884,1,0.2681624170372522,1,0.424590493642316,1,0.849180987284632,1,1.3855058213591365,1,2.592236698026772,1,0.357549889383003,1,44749,3,7272,0.1625064247245748,27513,0.6148293816621601,9964,0.2226641936132651,0.008424769268587,0.3121410534313616,0.1259022547989899,0,0,0,0,0,1,7,0,0,0,0,0,0,Health Care,255,254,235,744,B
ACER,0.0393601079704239,0.4012496559880674,0.559390252456069,0.0428996855101599,0.3077842917701622,8.0,0.0,40.3,0.3008213499188423,0.1813161412859335,0.5178625035844743,0.3287981729238965,0.2935976884012983,100,2.1428569897959293,63.74,0.0669007519526141,0.320773474847922,0.6123257694741735,0.1376024053126889,0.354667336247428,77,0.1199999952000001,46.49,0.0,0,0.0,0,0.0,0,0.0505382321726386,1,0.5222283991172655,1,4.295749734674281,1,0.0,0,0.033692154781759,1,0.0842303869543976,1,0.1516146965179158,1,1.0276107208436516,1,0.943380333889254,1,1.1455332625798085,1,0.977072488671013,1,59361,3,18206,0.3066996849783528,32099,0.5407422381698421,9056,0.152558076851805,0.0059129731641987,0.2103906605346945,0.0497464665352672,0,0,0,0,0,1,4,0,0,0,0,0,0,Pharmaceuticals,223,291,310,824,BB
ACET,0.1712249022407027,0.3441146544825572,0.484660437473884,0.3135280681104296,0.3922601838958709,13.0,0.4999998750000312,48.63,0.1948561433143913,0.1278172143455594,0.677326641343534,0.265332672427686,0.2414006282036668,100,1.5999998400000162,63.51,0.0714266190957278,0.3337059564515948,0.5948674219846726,0.1186644117250865,0.3645102438703269,100,0.0588235276816609,45.81,0.0,0,0.0283165793572136,1,0.0141582896786068,1,0.0283165793572136,1,0.2690075038935296,1,3.950162820331304,1,0.0,0,0.0424748690358204,1,0.155741186464675,1,0.1698994761432818,1,0.9769219878238709,1,1.1609797536457596,1,0.9486054084666572,1,0.481381849072632,1,70630,3,28853,0.4085091320968427,33650,0.4764264476851196,8127,0.1150644202180376,0.0054934163952994,0.184836471754212,0.0772193119071216,1,0,0,0,0,1,1,0,0,0,0,0,0,Biotechnology,215,211,305,731,B
ACGL,0.1095448634052862,0.2379651697291458,0.652489966422808,0.1844506404126194,0.2896779581642251,61.0,0.3846153550295881,53.37,0.2798668854497373,0.176813465883024,0.5433196496218443,0.3266562456706591,0.3168560825603411,100,1.5555554691358071,63.3,0.0960703406203538,0.0500685265753418,0.853861131966114,0.163279968461584,0.1179129077135557,100,2.99999850000075,65.11,0.0471572064070924,1,0.2672241696401905,1,0.6130436832922017,1,0.0,0,2.106355219516796,1,1.3204017793985885,1,0.0,0,0.0471572064070924,1,0.2515051008378264,1,0.0471572064070924,1,0.424414857663832,1,1.0846157473631262,1,0.7073580961063867,1,0.1414716192212773,1,63617,3,26114,0.4104877627049373,17099,0.2687803574516245,20404,0.3207318798434381,0.0391719194554914,0.0977411698131002,0.1544555700520301,1,0,0,0,0,1,6,0,0,0,0,0,0,Insurance,500,300,300,1100,BBB
